species_id,common_name,scientific_name
21223,Wallacean Whistler,Pachycephala arctitorquis
29616,Wallcreeper,Tichodroma muraria
30090,Waller's Starling,Onychognathus walleri
6771,Wandering Tattler,Tringa incana
236,Wandering Whistling-duck,Dendrocygna arcuata
27728,Wangi-Wangi White-eye,Zosterops paruhbesar
17116,Warbling Doradito,Pseudocolopteryx flaviventris
21498,Warbling Vireo,Vireo gilvus
20334,Ward's Flycatcher,Pseudobias wardi
9910,Ward's Trogon,Harpactes wardi
34640,Warsangli Linnet,Linaria johannis
34087,Water Pipit,Anthus spinoletta
6366,Water Thick-knee,Burhinus vermiculatus
6115,Watercock,Gallicrex cinerea
2294,Waterfall Swift,Hydrochous gigas
16539,Watkins's Antpitta,Grallaria watkinsi
560,Wattled Brushturkey,Aepypodius arfakianus
6173,Wattled Crane,Bugeranus carunculatus
760,Wattled Curassow,Crax globulosa
728,Wattled Guan,Aburria aburri
7842,Wattled Ibis,Bostrychia carunculata
6624,Wattled Jacana,Jacana jacana
6517,Wattled Lapwing,Vanellus senegallus
20962,Wattled Ploughbill,Eulacestoma nigropectus
30005,Wattled Starling,Creatophora cinerea
7387,Waved Albatross,Phoebastria irrorata
12466,Waved Woodpecker,Celeus undatus
13427,Wavy-breasted Parakeet,
28704,Wayanad Laughingthrush,Pterorhinus delesserti
14603,Wedge-billed Woodcreeper,Glyphorynchus spirurus
7436,Wedge-rumped Storm-petrel,Hydrobates tethys
8391,Wedge-tailed Eagle,Aquila audax
36763,Wedge-tailed Grass-finch,Emberizoides herbicola
5265,Wedge-tailed Green-pigeon,Treron sphenurus
2968,Wedge-tailed Hillstar,Oreotrochilus adela
3411,Wedge-tailed Sabrewing,
7562,Wedge-tailed Shearwater,Ardenna pacifica
26313,Wedge-tailed Tetraka,Hartertula flavoviridis
19592,Weebill,Smicrornis brevirostris
5816,Weka,Gallirallus australis
25251,Welcome Swallow,Hirundo neoxena
20057,West African Batis,Batis occulta
7066,West African Crested Tern,Thalasseus albididorsalis
10108,West African Pied Hornbill,Lophoceros semifasciatus
34595,West African Seedeater,Crithagra canicapilla
20062,West African Wattle-eye,Dyaphorophyia hormophora
233,West Indian Whistling-duck,Dendrocygna arborea
11863,West Indian Woodpecker,Melanerpes superciliaris
646,West Mexican Chachalaca,Ortalis poliocephala
34825,West Mexican Euphonia,Euphonia godmani
5060,West Peruvian Dove,Zenaida meloda
9152,West Solomons Owl,Athene jacquinoti
8294,Western Banded Snake-eagle,Circaetus cinerascens
14624,Western Barred Woodcreeper,Dendrocolaptes sanctithomae
24595,Western Bearded Greenbul,Criniger barbatus
31923,Western Black-eared Wheatear,Oenanthe hispanica
20050,Western Black-headed Batis,Batis erlangeri
21709,Western Black-headed Oriole,Oriolus brachyrynchus
18499,Western Black-tailed Tityra,Tityra cayana
33693,Western Bluebill,Spermophaga haematina
30138,Western Bluebird,Sialia mexicana
25667,Western Bonelli's Warbler,Phylloscopus bonelli
18752,Western Bowerbird,Chlamydera guttata
19522,Western Bristlebird,Dasyornis longirostris
5103,Western Bronze Ground Dove,Pampusana beccarii
4505,Western Bronze-naped Pigeon,Columba iriditorques
1245,Western Capercaillie,Tetrao urogallus
8059,Western Cattle Egret,Ardea ibis
35731,Western Chat-tanager,Calyptophilus tertius
13064,Western Corella,Cacatua pastinator
19929,Western Crested Berrypecker,Paramythia olivacea
795,Western Crested Guineafowl,Guttera verreauxi
22184,Western Crested-flycatcher,Trochocercus nitens
25839,Western Crowned Leaf-warbler,Phylloscopus occipitalis
5122,Western Crowned-pigeon,Goura cristata
10144,Western Dwarf Hornbill,Horizocerus hartlaubi
3367,Western Emerald,Chlorostilbon melanorhynchus
19590,Western Fieldwren,Calamanthus montanellus
16395,Western Fire-eye,Pyriglena maura
19822,Western Gerygone,Gerygone fusca
2295,Western Glossy Swiftlet,Collocalia affinis
18889,Western Grasswren,Amytornis textilis
6256,Western Grebe,Aechmophorus occidentalis
11477,Western Green Tinkerbird,Pogoniulus coryphaea
18610,Western Grey-collared Becard,
7142,Western Gull,Larus occidentalis
37351,Western Hemispingus,
14403,Western Hooded Pitta,Pitta sordida
18068,Western Kingbird,Tyrannus verticalis
4157,Western Koel,Eudynamys scolopaceus
10148,Western Long-tailed Hornbill,Horizocerus albocristatus
8624,Western Marsh-harrier,Circus aeruginosus
35769,Western Meadowlark,Sturnella neglecta
32509,Western Miombo Sunbird,Cinnyris gertrudis
24569,Western Mountain Greenbul,Arizelocichla tephrolaema
2993,Western Mountaineer,
28688,Western Moustached Laughingthrush,Ianthocincla cineracea
23948,Western Nicator,Nicator chloris
17512,Western Olivaceous Flatbill,Rhynchocyclus aequinoctialis
26093,Western Olivaceous Warbler,Iduna opaca
14540,Western Olivaceous Woodcreeper,
17336,Western Ornate Flycatcher,Myiotriccus ornatus
5336,Western Ornate Fruit-dove,Ptilinopus ornatus
15712,Western Ornate Stipplethroat,Epinecrophylla ornata
27118,Western Orphean Warbler,Curruca hortensis
23207,Western Parotia,Parotia sefilata
10125,Western Piping Hornbill,Bycanistes fistulator
3737,Western Plantain-eater,Crinifer piscator
20002,Western Quail-thrush,Cinclosoma marginatum
10076,Western Red-billed Hornbill,Tockus kempi
30679,Western Red-legged Thrush,
11200,Western Red-necked Araçari,
7982,Western Reef-egret,Egretta gularis
29559,Western Rock Nuthatch,Sitta neumayer
13872,Western Rosella,Platycercus icterotis
15684,Western Russet Antshrike,Thamnistes anabatinus
6846,Western Sandpiper,Calidris mauri
9614,Western Screech-owl,Megascops kennicottii
20980,Western Shrike-tit,Falcunculus leucogaster
28464,Western Spectacled Barwing,Actinodura ramsayi
35747,Western Spindalis,Spindalis zena
18923,Western Spinebill,Acanthorhynchus superciliosus
4674,Western Spotted Dove,
11017,Western Striolated Puffbird,Nystalus obamai
27146,Western Subalpine Warbler,Curruca iberiae
23227,Western Superb Bird-of-paradise,Lophorina superba
5344,Western Superb Fruit-dove,
36562,Western Tanager,Piranga ludoviciana
19744,Western Thornbill,Acanthiza inornata
1077,Western Tragopan,Tragopan melanocephalus
17698,Western Tropical Pewee,Contopus punensis
32321,Western Violet-backed Sunbird,Anthreptes longuemarei
5774,Western Water Rail,Rallus aquaticus
19463,Western Wattlebird,Anthochaera lunulata
20737,Western Wattled Cuckooshrike,Lobotos lobatus
2800,Western Wedge-billed Hummingbird,Schistes albogularis
19952,Western Whipbird,Psophodes nigrogularis
21113,Western Whistler,
17585,Western White-throated Spadebill,
17683,Western Wood-pewee,Contopus sordidulus
15215,Western Woodhaunter,Automolus virgatus
23474,Western Yellow Robin,Eopsaltria griseogularis
33877,Western Yellow Wagtail,Motacilla flava
11400,Western Yellow-billed Barbet,Trachylaemus goffinii
11517,Western Yellow-spotted Barbet,
7554,Westland Petrel,Procellaria westlandica
21608,Wetar Figbird,Sphecotheres hypoleucus
5087,Wetar Ground Dove,Pampusana hoedtii
19082,Wetar Myzomela,Myzomela kuehni
21655,Wetar Oriole,Oriolus finschi
9366,Wetar Scops-owl,Otus tempestatis
33119,Weyns's Weaver,Ploceus weynsi
7624,Whenua Hou Diving-petrel,
31784,Whinchat,Saxicola rubetra
7222,Whiskered Auklet,Aethia pygmaea
32091,Whiskered Flowerpecker,Pachyglossa propria
18663,Whiskered Flycatcher,Myiobius barbatus
14341,Whiskered Pitta,Erythropitta kochi
9584,Whiskered Screech-owl,Megascops trichopsis
7004,Whiskered Tern,Chlidonias hybrida
2251,Whiskered Treeswift,Hemiprocne comata
29047,Whiskered Wren,Pheugopedius mystacalis
27326,Whiskered Yuhina,Yuhina flavicollis
25782,Whistler's Warbler,Phylloscopus whistleri
26356,Whistling Cisticola,Cisticola lateralis
5464,Whistling Dove,Ptilinopus layardi
4320,Whistling Hawk-Cuckoo,Hierococcyx nisicolor
7955,Whistling Heron,Syrigma sibilatrix
8665,Whistling Kite,Haliastur sphenurus
4284,Whistling Long-tailed Cuckoo,
36218,Whistling Warbler,Catharopeza bishopi
4027,Whistling Yellowbill,Ceuthmochares australis
18304,White Bellbird,Procnias albus
13076,White Cockatoo,Cacatua alba
1364,White Eared-pheasant,Crossoptilon crossoptilon
8750,White Hawk,Pseudastur albicollis
7857,White Ibis,Eudocimus albus
5592,White Imperial-pigeon,Ducula luctuosa
17854,White Monjita,Xolmis irupero
32882,White Nile Sparrow,Passer shelleyi
7662,White Stork,Ciconia ciconia
5975,White Swamphen,Porphyrio albus
33918,White Wagtail,Motacilla alba
11784,White Woodpecker,Melanerpes candidus
30361,White's Thrush,Zoothera aurea
23871,White-backed Black Tit,Melaniparus leuconotus
241,White-backed Duck,Thalassornis leuconotus
16404,White-backed Fire-eye,Pyriglena leuconota
9831,White-backed Mousebird,Colius colius
7989,White-backed Night Heron,Calherodius leuconotus
6437,White-backed Stilt,
25094,White-backed Swallow,Cheramoeca leucosterna
30640,White-backed Thrush,Turdus kessleri
8244,White-backed Vulture,Gyps africanus
12314,White-backed Woodpecker,Dendrocopos leucotos
20422,White-backed Woodswallow,Artamus insignis
29715,White-banded Mockingbird,Mimus triurus
25188,White-banded Swallow,Atticora fasciata
37741,White-banded Tanager,Neothraupis fasciata
17046,White-banded Tyrannulet,Mecocerculus stictopterus
11718,White-barred Piculet,Picumnus cirratus
16107,White-bearded Antshrike,Biatas nigropectus
17977,White-bearded Flycatcher,Phelpsia inornata
24606,White-bearded Greenbul,Criniger ndussumensis
3000,White-bearded Helmetcrest,Oxypogon lindenii
2749,White-bearded Hermit,Phaethornis hispidus
18407,White-bearded Manakin,Manacus manacus
16363,White-bellied Antbird,Myrmeciza longipes
16560,White-bellied Antpitta,Grallaria hypoleuca
11570,White-bellied Barbet,
31222,White-bellied Blue Flycatcher,Cyornis pallidipes
31786,White-bellied Bushchat,Saxicola gutturalis
3818,White-bellied Bustard,Eupodotis senegalensis
34558,White-bellied Canary,Crithagra dorsostriata
651,White-bellied Chachalaca,Ortalis leucogastra
15056,White-bellied Cinclodes,Cinclodes palliatus
23557,White-bellied Crested-flycatcher,Elminia albiventris
33322,White-bellied Crimson Finch,
20703,White-bellied Cuckooshrike,Coracina papuensis
36886,White-bellied Dacnis,Dacnis albiventris
21890,White-bellied Drongo,Dicrurus caerulescens
3701,White-bellied Emerald,Chlorestes candida
21341,White-bellied Erpornis,Erpornis zantholeuca
21955,White-bellied Fantail,Rhipidura euryura
17277,White-bellied Flycatcher,
3736,White-bellied Go-away-bird,Crinifer leucogaster
8536,White-bellied Goshawk,Tachyspiza haplochroa
5273,White-bellied Green-pigeon,Treron sieboldii
8083,White-bellied Heron,Ardea insignis
3690,White-bellied Hummingbird,Elliotomyia chionogaster
5474,White-bellied Imperial-pigeon,Ducula forsteni
10606,White-bellied Kingfisher,Corythornis leucogaster
20520,White-bellied Minivet,Pericrocotus erythropygius
3237,White-bellied Mountain-gem,Lampornis hemileucus
33415,White-bellied Munia,Lonchura leucogastra
188,White-bellied Nothura,Nothura boraquira
11708,White-bellied Piculet,Picumnus spilogaster
21242,White-bellied Pitohui,Pseudorectes incertus
17406,White-bellied Pygmy-tyrant,Myiornis albiventris
31463,White-bellied Redstart,Luscinia phaenicuroides
31327,White-bellied Robin-chat,Cossyphicula roberti
8678,White-bellied Sea-eagle,Icthyophaga leucogaster
37281,White-bellied Seedeater,Sporophila leucoptera
6644,White-bellied Seedsnipe,Attagis malouinus
31122,White-bellied Sholakili,Sholicola albiventris
15524,White-bellied Spinetail,Mazaria propinqua
7358,White-bellied Storm-petrel,Fregetta grallaria
37962,White-bellied Tanager,Tangara brasiliensis
22018,White-bellied Thicket-fantail,Rhipidura leucothorax
23870,White-bellied Tit,Melaniparus albiventris
17366,White-bellied Tody-tyrant,Hemitriccus griseipectus
22952,White-bellied Treepie,Dendrocitta leucogastra
36451,White-bellied Warbler,
21217,White-bellied Whistler,Pachycephala leucogastra
12537,White-bellied Woodpecker,Dryocopus javensis
3283,White-bellied Woodstar,Chaetocercus mulsant
29294,White-bellied Wren,Uropsila leucogastra
16298,White-bibbed Antbird,Myrmoderus loricatus
28004,White-bibbed Babbler,Stachyris thoracica
5403,White-bibbed Fruit-dove,Ptilinopus rivoli
18367,White-bibbed Manakin,Corapipo leucorrhoa
25276,White-bibbed Swallow,Hirundo nigrita
32972,White-billed Buffalo-Weaver,Bubalornis albirostris
23048,White-billed Crow,Corvus woodfordi
30101,White-billed Starling,Onychognathus albirostris
16174,White-breasted Antbird,Rhegmatorhina hoffmannsi
27973,White-breasted Babbler,Stachyris grammiceps
20600,White-breasted Cuckooshrike,Ceblepyris pectoralis
5088,White-breasted Ground Dove,Pampusana jobiensis
768,White-breasted Guineafowl,Agelastes meleagrides
8567,White-breasted Hawk,
4355,White-breasted Mesite,Mesitornis variegatus
22351,White-breasted Monarch,Symposiachrus menckei
33558,White-breasted Nigrita,Nigrita fusconotus
29503,White-breasted Nuthatch,Sitta carolinensis
27251,White-breasted Parrotbill,Paradoxornis ruficeps
23477,White-breasted Robin,Eopsaltria georgiana
32603,White-breasted Sunbird,Cinnyris talatala
16740,White-breasted Tapaculo,Eleoscytalopus indigoticus
6116,White-breasted Waterhen,Amaurornis phoenicurus
21236,White-breasted Whistler,Pachycephala lanioides
29303,White-breasted Wood-wren,Henicorhina leucosticta
20405,White-breasted Woodswallow,Artamus leucorynchus
37505,White-bridled Finch,Melanodera melanodera
16379,White-browed Antbird,Myrmoborus leucophrys
16621,White-browed Antpitta,Hylopezus ochroleucus
19852,White-browed Babbler,Pomatostomus superciliosus
35263,White-browed Brushfinch,Arremon torquatus
24946,White-browed Bulbul,Pycnonotus luteolus
31693,White-browed Bush-robin,Tarsiger indicus
31785,White-browed Bushchat,Saxicola macrorhynchus
17954,White-browed Chat-tyrant,Ochthoeca leucophrys
37437,White-browed Conebill,Conirostrum ferrugineiventre
3943,White-browed Coucal,Centropus superciliosus
6105,White-browed Crake,Poliolimnas cinereus
25441,White-browed Crombec,Sylvietta leucophrys
21956,White-browed Fantail,Rhipidura aureola
15105,White-browed Foliage-gleaner,Anabacerthia amaurotis
30979,White-browed Forest-flycatcher,Fraseria cinerascens
27202,White-browed Fulvetta,Fulvetta vinipectus
29463,White-browed Gnatcatcher,Polioptila bilineata
17808,White-browed Ground-tyrant,Muscisaxicola albilora
716,White-browed Guan,Penelope jacucaca
8771,White-browed Hawk,Leucopternis kuhli
37336,White-browed Hemispingus,
2734,White-browed Hermit,Phaethornis stuarti
31539,White-browed Jungle-flycatcher,Vauriella insignis
28730,White-browed Laughingthrush,Pterorhinus sannio
35793,White-browed Meadowlark,Leistes superciliaris
29573,White-browed Nuthatch,Sitta victoriae
9103,White-browed Owl,Athene superciliaris
11767,White-browed Piculet,Sasia ochracea
18552,White-browed Purpletuft,Iodopleura isabellae
26044,White-browed Reed-warbler,Acrocephalus tangorum
23432,White-browed Robin,Poecilodryas superciliosa
31356,White-browed Robin-chat,Cossypha heuglini
27915,White-browed Scimitar-babbler,Pomatorhinus schisticeps
30874,White-browed Scrub-robin,Cercotrichas leucophrys
19624,White-browed Scrubwren,Sericornis frontalis
30919,White-browed Shama,Copsychus luzoniensis
21320,White-browed Shrike-babbler,Pteruthius aeralatus
32980,White-browed Sparrow-Weaver,Plocepasser mahali
15321,White-browed Spinetail,Hellmayrea gularis
16763,White-browed Tapaculo,Scytalopus superciliaris
23677,White-browed Tit,Poecile superciliosus
15286,White-browed Tit-spinetail,Leptasthenura xenothorax
25597,White-browed Tit-warbler,Leptopoecile sophiae
18782,White-browed Treecreeper,Climacteris affinis
33937,White-browed Wagtail,Motacilla maderaspatensis
20424,White-browed Woodswallow,Artamus superciliosus
29167,White-browed Wren,
7404,White-capped Albatross,
34941,White-capped Bunting,Emberiza stewarti
32023,White-capped Dipper,Cinclus leucocephalus
5386,White-capped Fruit-dove,Ptilinopus dupetithouarsii
22405,White-capped Monarch,Monarcha richardsii
33436,White-capped Munia,Lonchura ferruginosa
13243,White-capped Parrot,
36751,White-capped Tanager,Sericossypha albocristata
31720,White-capped Water-redstart,Phoenicurus leucocephalus
16159,White-cheeked Antbird,Gymnopithys leucaspis
11309,White-cheeked Barbet,Psilopogon viridis
34236,White-cheeked Bullfinch,Pyrrhula leucogenis
18265,White-cheeked Cotinga,Zaratornis stresemanni
19251,White-cheeked Honeyeater,Phylidonyris niger
28708,White-cheeked Laughingthrush,Pterorhinus vassali
29496,White-cheeked Nuthatch,Sitta leucopsis
1038,White-cheeked Partridge,Arborophila atrogularis
434,White-cheeked Pintail,Anas bahamensis
29961,White-cheeked Starling,Spodiopsar cineraceus
7039,White-cheeked Tern,Sterna repressa
25642,White-cheeked Tit,Aegithalos leucogenys
17440,White-cheeked Tody-flycatcher,Poecilotriccus albifacies
3749,White-cheeked Turaco,Menelikornis leucotis
31346,White-chested Alethe,Chamaetylas fuelleborni
28154,White-chested Babbler,Pellorneum rostratum
3665,White-chested Emerald,Chrysuronia brevirostris
11037,White-chested Puffbird,Malacoptila fusca
2272,White-chested Swift,Cypseloides lemosi
11497,White-chested Tinkerbird,
27739,White-chested White-eye,Zosterops albogularis
10960,White-chinned Jacamar,Galbula tombacea
19042,White-chinned Myzomela,Myzomela albigula
7548,White-chinned Petrel,Procellaria aequinoctialis
26739,White-chinned Prinia,Schistolais leucopogon
3708,White-chinned Sapphire,Chlorestes cyanus
2264,White-chinned Swift,Cypseloides cryptus
15408,White-chinned Thistletail,Asthenes fuliginosa
30688,White-chinned Thrush,Turdus aurantius
14570,White-chinned Woodcreeper,Dendrocincla merula
30657,White-collared Blackbird,Turdus albocinctus
15066,White-collared Foliage-gleaner,Anabazenops fuscus
22691,White-collared Jay,Cyanolyca viridicyanus
8175,White-collared Kite,Leptodon forbesi
18423,White-collared Manakin,Manacus candei
22360,White-collared Monarch,Symposiachrus vidua
33527,White-collared Oliveback,Nesocharis ansorgei
4449,White-collared Pigeon,Columba albitorques
37209,White-collared Seedeater,Sporophila morelleti
30112,White-collared Starling,Grafisia torquata
2280,White-collared Swift,Streptoprocne zonaris
27309,White-collared Yuhina,Parayuhina diademata
2922,White-crested Coquette,Lophornis adorabilis
16946,White-crested Elaenia,Elaenia albiceps
714,White-crested Guan,Penelope pileata
20336,White-crested Helmetshrike,Prionops plumatus
28658,White-crested Laughingthrush,Garrulax leucolophus
17600,White-crested Spadebill,Platyrinchus platyrhynchos
7877,White-crested Tiger-heron,Tigriornis leucolopha
3763,White-crested Turaco,Tauraco leucolophus
17082,White-crested Tyrannulet,Serpophaga subcristata
4232,White-crowned Cuckoo,Caliechthrus leucolophus
31497,White-crowned Forktail,Enicurus leschenaulti
10153,White-crowned Hornbill,Berenicornis comatus
6508,White-crowned Lapwing,Vanellus albiceps
18460,White-crowned Manakin,Pseudopipra pipra
13250,White-crowned Parrot,Pionus senilis
23908,White-crowned Penduline-tit,Remiz coronatus
4523,White-crowned Pigeon,Patagioenas leucocephala
31352,White-crowned Robin-chat,Cossypha albicapillus
30934,White-crowned Shama,Copsychus stricklandii
35406,White-crowned Sparrow,Zonotrichia leucophrys
30069,White-crowned Starling,Lamprotornis albicapillus
16782,White-crowned Tapaculo,Scytalopus atratus
31983,White-crowned Wheatear,Oenanthe leucopyga
11449,White-eared Barbet,Stactolaema leucotis
4211,White-eared Bronze-cuckoo,Chalcites meyerii
5136,White-eared Brown-dove,Phapitreron leucotis
25021,White-eared Bulbul,Pycnonotus leucotis
18699,White-eared Catbird,Ailuroedus buccoides
37417,White-eared Conebill,Conirostrum leucogenys
35563,White-eared Ground-sparrow,Melozone leucotis
19298,White-eared Honeyeater,Nesoptilotis leucotis
3402,White-eared Hummingbird,Basilinna leucotis
10924,White-eared Jacamar,Galbalcyrhynchus leucotis
22408,White-eared Monarch,Carterornis leucotis
18911,White-eared Myza,Myza sarasinorum
7992,White-eared Night Heron,Oroanassa magnifica
13404,White-eared Parakeet,Pyrrhura leucotis
11011,White-eared Puffbird,Nystalus chacuru
28409,White-eared Sibia,Heterophasia auricularis
30239,White-eared Solitaire,Entomodestes leucotis
26978,White-eared Tailorbird,Orthotomus cinereiceps
35921,White-edged Oriole,Icterus graceannae
18194,White-eyed Attila,Attila bolivianus
8686,White-eyed Buzzard,Butastur teesa
15232,White-eyed Foliage-gleaner,Automolus leucophthalmus
7125,White-eyed Gull,Ichthyaetus leucophthalmus
13578,White-eyed Parakeet,Psittacara leucophthalmus
25057,White-eyed River Martin,Pseudochelidon sirintarae
23317,White-eyed Robin,Pachycephalopsis poliosoma
31011,White-eyed Slaty-flycatcher,Melaenornis fischeri
29815,White-eyed Starling,Aplonis brunneicapillus
15724,White-eyed Stipplethroat,Epinecrophylla leucophthalma
30699,White-eyed Thrush,Turdus jamaicensis
17363,White-eyed Tody-tyrant,Hemitriccus zosterops
21571,White-eyed Vireo,Vireo griseus
13331,White-faced Amazon,Amazona kawalli
11593,White-faced Barbet,
4770,White-faced Cuckoo-Dove,Turacoena manadensis
7986,White-faced Heron,Egretta novaehollandiae
7862,White-faced Ibis,Plegadis chihi
22880,White-faced Jay,
11078,White-faced Nunbird,Hapaloptila castanea
1057,White-faced Partridge,Arborophila orientalis
6609,White-faced Plover,Anarhynchus dealbatus
5007,White-faced Quail-Dove,Zentrygon albifacies
23481,White-faced Robin,Eopsaltria leucops
29985,White-faced Starling,Sturnornis albofrontatus
7351,White-faced Storm-petrel,Pelagodroma marina
228,White-faced Whistling-duck,Dendrocygna viduata
36516,White-faced Whitestart,Myioborus albifacies
15778,White-flanked Antwren,Myrmotherula axillaris
32727,White-flanked Sunbird,Aethopyga eximia
13266,White-fronted Amazon,Amazona albifrons
10879,White-fronted Bee-eater,Merops bullockoides
31931,White-fronted Black-chat,Oenanthe albifrons
18962,White-fronted Chat,Epthianura albifrons
12852,White-fronted Falconet,Microhierax latifrons
22118,White-fronted Fantail,Rhipidura melanolaema
17786,White-fronted Ground-tyrant,Muscisaxicola albifrons
19355,White-fronted Honeyeater,Purnella albifrons
18398,White-fronted Manakin,Lepidothrix serena
11083,White-fronted Nunbird,Monasa morphoeus
6594,White-fronted Plover,Anarhynchus marginatus
4948,White-fronted Quail-Dove,Geotrygon leucometopia
9264,White-fronted Scops-owl,Otus sagittatus
2265,White-fronted Swift,Cypseloides storeri
7049,White-fronted Tern,Sterna striata
23673,White-fronted Tit,Sittiparus semilarvatus
16882,White-fronted Tyrannulet,Acrochordopus zeledoni
20072,White-fronted Wattle-eye,Platysteira albifrons
36503,White-fronted Whitestart,Myioborus albifrons
11814,White-fronted Woodpecker,Melanerpes cactorum
19340,White-gaped Honeyeater,Stomiopera unicolor
22012,White-gorgeted Fantail,Rhipidura coultasi
31177,White-gorgeted Flycatcher,Anthipes monileger
28608,White-headed Babbler,Turdoides leucocephala
11562,White-headed Barbet,Lybius leucocephalus
35675,White-headed Brushfinch,Atlapetes albiceps
32977,White-headed Buffalo-Weaver,Dinemellia dinemelli
24849,White-headed Bulbul,Hypsipetes thompsoni
553,White-headed Duck,Oxyura leucocephala
5432,White-headed Fruit-dove,Ptilinopus eugeniae
30622,White-headed Island Thrush,Turdus pritzbueri
17904,White-headed Marsh-tyrant,Arundinicola leucocephala
9827,White-headed Mousebird,Colius leucocephalus
33438,White-headed Munia,Lonchura maja
7481,White-headed Petrel,Pterodroma lessonii
4500,White-headed Pigeon,Columba leucomela
31379,White-headed Robin-chat,Cossypha heinrichi
25062,White-headed Saw-wing,Psalidoprocne albiceps
29978,White-headed Starling,Sturnia erythropygia
314,White-headed Steamerduck,Tachyeres leucocephalus
20305,White-headed Vanga,Artamella viridis
8233,White-headed Vulture,Trigonoceps occipitalis
10038,White-headed Woodhoopoe,Phoeniculus bollei
12245,White-headed Woodpecker,Dryobates albolarvatus
28859,White-headed Wren,Campylorhynchus albobrunneus
28050,White-hooded Babbler,Gampsorhynchus rufulus
16369,White-lined Antbird,Myrmoborus lophotes
11452,White-lined Barbet,
19405,White-lined Honeyeater,Meliphaga albilineata
37152,White-lined Tanager,Tachyphonus rufus
16623,White-lored Antpitta,Myrmothera fulviventris
34831,White-lored Euphonia,Euphonia chrysopasta
29493,White-lored Gnatcatcher,Polioptila albiloris
21703,White-lored Oriole,Oriolus albiloris
15542,White-lored Spinetail,Synallaxis albilora
16997,White-lored Tyrannulet,Ornithion inerme
36389,White-lored Warbler,Myiothlypis conspicillata
11106,White-mantled Barbet,Capito hypoleucus
16147,White-masked Antbird,Pithys castaneus
35641,White-naped Brushfinch,Atlapetes albinucha
6165,White-naped Crane,Antigone vipio
19203,White-naped Friarbird,Philemon albitorques
19333,White-naped Honeyeater,Melithreptus lunatus
22770,White-naped Jay,Cyanocorax cyanopogon
13995,White-naped Lory,Lorius albidinucha
22410,White-naped Monarch,Carterornis pileatus
5115,White-naped Pheasant-pigeon,
4477,White-naped Pigeon,Columba albinucha
37231,White-naped Seedeater,Sporophila fringilloides
2293,White-naped Swift,Streptoprocne semicollaris
23847,White-naped Tit,Machlolophus nuchalis
12733,White-naped Woodpecker,Chrysocolaptes festivus
18561,White-naped Xenopsaris,Xenopsaris albinucha
27335,White-naped Yuhina,Yuhina bakeri
28000,White-necked Babbler,Stachyris leucotis
23080,White-necked Crow,Corvus leucognaphalus
8722,White-necked Hawk,Buteogallus lacernulatus
8044,White-necked Heron,Ardea pacifica
2669,White-necked Jacobin,Florisuga mellivora
28668,White-necked Laughingthrush,Garrulax strepitans
13447,White-necked Parakeet,Pyrrhura albipectus
7521,White-necked Petrel,Pterodroma cervicalis
10981,White-necked Puffbird,Notharchus hyperrhynchus
23146,White-necked Raven,Corvus albicollis
23492,White-necked Rockfowl,Picathartes gymnocephalus
30781,White-necked Thrush,Turdus albicollis
16143,White-plumed Antbird,Pithys albifrons
19437,White-plumed Honeyeater,Ptilotula penicillata
19306,White-quilled Honeyeater,
4847,White-quilled Rock-pigeon,Petrophassa albipennis
35674,White-rimmed Brushfinch,Atlapetes leucopis
36361,White-rimmed Warbler,Myiothlypis leucoblephara
18012,White-ringed Flycatcher,Conopias albovittatus
18364,White-ruffed Manakin,Corapipo altera
28584,White-rumped Babbler,Turdoides leucopygia
17824,White-rumped Black-tyrant,
20698,White-rumped Cuckooshrike,Coracina leucopygia
8747,White-rumped Hawk,Parabuteo leucorrhous
10370,White-rumped Kingfisher,Caridonax fulgidus
17853,White-rumped Monjita,Xolmis velatus
33406,White-rumped Munia,Lonchura striata
12857,White-rumped Pygmy-falcon,Neohierax insignis
23458,White-rumped Robin,Melanodryas bimaculata
6844,White-rumped Sandpiper,Calidris fuscicollis
34525,White-rumped Seedeater,Crithagra leucopygia
30942,White-rumped Shama,Copsychus malabaricus
18101,White-rumped Sirystes,Sirystes albocinereus
32835,White-rumped Snowfinch,Onychostruthus taczanowskii
2466,White-rumped Spinetail,Zoonavena sylvatica
25133,White-rumped Swallow,Tachycineta leucorrhoa
2656,White-rumped Swift,Apus caffer
2364,White-rumped Swiftlet,Aerodramus spodiopygius
37383,White-rumped Tanager,Cypsnagra hirundinacea
20913,White-rumped Triller,Lalage leucopygialis
8243,White-rumped Vulture,Gyps bengalensis
12773,White-rumped Woodpecker,Meiglyptes tristis
16417,White-shouldered Antbird,Akletos melanoceps
16017,White-shouldered Antshrike,Thamnophilus aethiops
18835,White-shouldered Fairywren,Malurus alboscapulatus
16409,White-shouldered Fire-eye,Pyriglena leucoptera
7824,White-shouldered Ibis,Pseudibis davisoni
29973,White-shouldered Starling,Sturnia sinensis
37131,White-shouldered Tanager,Loriotus luctuosus
20869,White-shouldered Triller,Lalage sueurii
37613,White-sided Flowerpiercer,Diglossa albilatera
2959,White-sided Hillstar,Oreotrochilus leucopleurus
28699,White-speckled Laughingthrush,Ianthocincla bieti
25028,White-spectacled Bulbul,Pycnonotus xanthopygos
25772,White-spectacled Warbler,Phylloscopus intermedius
21952,White-spotted Fantail,Rhipidura albogularis
